player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
H.Ward,PIT,-14,-0.120,-0.154,63,381,419,2,0.73,1,2011,46,8.3,0.1,9.1,3
E.Decker,DEN,-16,-0.124,-0.147,98,613,625,8,0.46,1,2011,45,13.6,0.0,13.9,2
J.Dillard,JAC,-9,-0.122,-0.150,50,292,324,1,0.58,0,2011,29,10.1,0.1,11.2,2
D.Alexander,STL,2,-0.124,-0.123,60,431,401,2,0.43,0,2011,26,16.7,0.0,15.5,1
A.Collie,IND,-13,-0.138,-0.144,97,514,606,1,0.56,0,2011,54,9.5,-0.2,11.2,-9
G.Tate,SEA,-19,-0.148,-0.169,60,385,355,3,0.62,1,2011,37,10.3,-0.3,9.5,-10
L.Naanee,CAR,-12,-0.155,-0.149,76,483,432,1,0.58,0,2011,44,11.0,-0.4,9.8,-16
D.Sanzenbacher,CHI,-27,-0.179,-0.191,54,276,304,3,0.50,0,2011,27,10.2,-0.8,11.3,-22
A.Roberts,ARI,-40,-0.155,-0.177,97,586,610,2,0.53,1,2011,51,11.4,-0.4,11.9,-22
A.Caldwell,CIN,-58,-0.179,-0.238,67,317,381,3,0.55,0,2011,37,8.6,-0.7,10.3,-27
D.Williams,TEN,-22,-0.174,-0.158,93,592,531,5,0.48,0,2011,45,13.3,-0.8,11.9,-34
S.Moss,WAS,-29,-0.182,-0.166,96,584,545,4,0.48,0,2011,46,12.7,-0.9,11.8,-41
P.Garcon,IND,-59,-0.171,-0.181,134,950,805,6,0.52,2,2011,70,13.6,-0.7,11.6,-48
M.Williams,TB,-66,-0.184,-0.193,124,773,727,3,0.52,2,2011,64,12.0,-0.9,11.3,-58
L.Hawkins,TEN,-40,-0.231,-0.196,76,472,381,1,0.62,1,2011,47,10.0,-1.3,8.1,-60
D.Hester,CHI,-57,-0.296,-0.265,56,367,233,1,0.46,1,2011,26,14.2,-2.7,9.0,-70
M.Massoquoi,CLE,-93,-0.260,-0.288,74,384,356,2,0.42,0,2011,31,12.4,-2.5,11.5,-77
D.Bess,MIA,-77,-0.248,-0.245,86,537,412,3,0.59,2,2011,51,10.6,-1.6,8.1,-79
G.Little,CLE,-108,-0.220,-0.237,121,701,664,2,0.51,0,2011,62,11.4,-1.5,10.8,-92
J.Baldwin,KC,-106,-0.389,-0.390,53,254,171,1,0.40,0,2011,21,12.0,-5.0,8.1,-105
E.Royal,DEN,-150,-0.452,-0.507,50,155,131,1,0.38,0,2011,19,8.2,-6.7,6.9,-128
M.Thomas,JAC,-191,-0.342,-0.391,92,408,358,1,0.48,0,2011,44,9.2,-3.5,8.1,-156
D.Aromashodu,MIN,-169,-0.380,-0.385,84,468,287,1,0.31,1,2011,26,18.0,-6.4,11.0,-166
M.Wallace,PIT,445,0.490,0.472,98,1257,1280,10,0.61,1,2010,60,21.0,7.7,21.4,458
B.Lloyd,DEN,402,0.201,0.191,152,1448,1642,11,0.51,0,2010,78,18.7,5.4,21.2,415
G.Jennings,GB,327,0.194,0.194,125,1265,1315,12,0.61,2,2010,76,16.6,4.3,17.2,328
R.White,ATL,299,0.089,0.087,180,1392,1590,10,0.64,1,2010,115,12.1,2.6,13.8,303
A.Johnson,HOU,242,0.129,0.093,139,1215,1309,8,0.63,1,2010,88,13.9,3.2,14.9,281
H.Nicks,NYG,301,0.145,0.170,128,1052,1232,11,0.62,1,2010,79,13.3,3.5,15.5,276
C.Johnson,DET,249,0.118,0.104,138,1122,1271,12,0.57,1,2010,79,14.3,3.4,16.2,265
D.Bowe,KC,295,0.120,0.157,133,1162,1226,15,0.54,1,2010,72,16.2,3.6,17.1,257
K.Britt,TEN,257,0.291,0.293,73,775,875,9,0.58,1,2010,42,18.3,6.0,20.7,256
D.Branch,NE,226,0.210,0.178,92,818,975,6,0.66,1,2010,61,13.5,4.1,16.1,250
J.Maclin,PHI,244,0.152,0.147,115,964,1094,10,0.61,1,2010,70,13.7,3.5,15.6,249
M.Austin,DAL,250,0.128,0.137,119,1047,1129,7,0.58,1,2010,69,15.2,3.5,16.4,242
S.Johnson,BUF,216,0.089,0.068,142,1073,1254,10,0.58,1,2010,82,13.0,2.9,15.2,239
A.Collie,IND,259,0.280,0.333,71,649,797,8,0.82,1,2010,58,11.1,3.9,13.7,229
M.Colston,NO,248,0.087,0.112,132,1023,1169,7,0.64,0,2010,84,12.1,2.6,13.8,221
D.Mason,BAL,225,0.136,0.146,100,802,990,7,0.61,0,2010,61,13.1,3.6,16.2,217
L.Moore,NO,221,0.151,0.167,94,763,919,8,0.70,1,2010,66,11.6,3.2,14.0,208
J.Knox,CHI,201,0.147,0.139,100,964,904,5,0.51,1,2010,51,18.9,4.1,17.7,207
R.Meachem,NO,193,0.232,0.238,66,638,711,5,0.67,0,2010,44,14.4,4.3,16.1,190
M.Manningham,NYG,214,0.125,0.161,92,944,884,9,0.65,1,2010,60,15.8,3.1,14.8,188
K.Walter,HOU,182,0.146,0.140,80,621,832,5,0.64,0,2010,51,12.1,3.7,16.3,187
M.Thomas,JAC,179,0.111,0.103,102,828,907,4,0.66,0,2010,67,12.3,2.7,13.5,185
R.Wayne,IND,220,0.004,0.032,175,1355,1399,6,0.63,1,2010,110,12.3,1.7,12.7,182
W.Welker,NE,120,0.041,-0.004,124,843,1040,7,0.69,1,2010,86,9.9,1.9,12.2,164
J.Shipley,CIN,142,0.147,0.116,74,600,712,3,0.70,0,2010,52,11.6,3.1,13.7,160
P.Harvin,MIN,149,0.056,0.047,109,871,927,5,0.65,0,2010,71,12.3,2.2,13.1,157
H.Ward,PIT,154,0.091,0.088,95,759,812,5,0.64,1,2010,61,12.5,2.6,13.4,157
M.Sims-Walker,JAC,137,0.119,0.088,79,550,749,7,0.53,1,2010,42,13.1,3.7,17.9,156
A.Boldin,BAL,141,0.053,0.035,109,837,939,7,0.59,1,2010,64,13.0,2.4,14.6,156
T.Owens,CIN,116,-0.003,-0.023,139,983,1122,9,0.52,0,2010,72,13.6,1.9,15.5,139
S.Holmes,NYJ,146,0.051,0.066,96,746,814,6,0.54,0,2010,52,14.4,2.6,15.7,135
A.Armstrong,WAS,126,0.074,0.062,86,873,738,3,0.51,1,2010,44,19.9,3.1,16.8,134
B.Edwards,NYJ,142,0.031,0.043,101,904,872,7,0.52,1,2010,53,17.2,2.5,16.6,131
M.Floyd,SD,149,0.096,0.127,77,717,672,6,0.48,1,2010,37,19.4,3.5,18.2,131
B.Marshall,MIA,85,-0.018,-0.054,146,1014,1136,3,0.59,2,2010,86,11.8,1.5,13.2,127
E.Bennett,CHI,128,0.099,0.109,70,564,621,3,0.66,1,2010,46,12.2,2.6,13.4,122
M.Crabtree,SF,116,0.029,0.023,100,741,813,6,0.55,0,2010,55,13.5,2.2,14.8,121
C.Ochocinco,CIN,94,-0.004,-0.031,126,831,978,4,0.53,0,2010,67,12.4,1.8,14.6,120
S.Moss,WAS,131,-0.023,-0.009,145,1115,1075,6,0.64,3,2010,93,12.0,1.3,11.6,116
J.Avant,PHI,114,0.068,0.068,75,574,646,1,0.68,0,2010,51,11.3,2.2,12.7,114
J.Nelson,GB,119,0.095,0.106,64,582,585,2,0.70,1,2010,45,13.0,2.5,13.1,113
D.Bess,MIA,82,-0.008,-0.040,126,817,935,5,0.63,0,2010,79,10.3,1.4,11.8,112
B.Hartline,MIA,89,0.060,0.022,73,615,652,1,0.59,1,2010,43,14.3,2.6,15.1,111
J.Gaffney,DEN,109,0.000,-0.003,112,875,879,2,0.58,1,2010,65,13.5,1.7,13.5,111
M.Jenkins,ATL,89,0.063,0.026,73,505,639,2,0.56,0,2010,41,12.4,2.7,15.6,111
D.Jackson,PHI,112,0.021,0.028,96,1056,752,6,0.49,2,2010,47,22.4,2.3,16.0,107
D.Bryant,DAL,93,0.058,0.038,73,561,617,6,0.62,0,2010,45,12.4,2.3,13.6,105
B.White,IND,101,0.082,0.094,57,355,515,5,0.63,0,2010,36,9.9,2.7,14.3,96
T.J.Houshmandzadeh,BAL,89,0.070,0.067,57,399,506,3,0.53,1,2010,30,13.2,3.0,16.7,90
S.Smith,NYG,98,0.018,0.036,75,529,621,3,0.64,0,2010,48,11.0,1.8,12.9,87
S.Breaston,ARI,98,-0.002,0.024,87,718,651,1,0.54,0,2010,47,15.3,1.7,13.9,81
R.Williams,DAL,65,0.031,0.007,64,542,508,5,0.58,3,2010,37,14.6,2.1,13.7,77
N.Washington,TEN,71,-0.030,-0.034,94,687,733,6,0.45,0,2010,42,16.2,1.7,17.3,74
R.Moss,MIN,64,0.023,0.004,63,393,507,5,0.44,0,2010,28,14.2,2.6,18.3,73
E.Sanders,PIT,53,0.057,0.013,50,376,408,2,0.56,0,2010,28,13.4,2.5,14.6,69
M.Williams,TB,63,-0.061,-0.065,128,964,933,11,0.50,3,2010,64,15.1,1.0,14.6,66
D.Gettis,CAR,69,-0.002,0.006,67,508,524,3,0.55,0,2010,37,13.8,1.8,14.2,66
J.Jones,GB,78,-0.034,-0.013,87,687,648,5,0.57,3,2010,50,13.9,1.3,13.1,63
N.Burleson,DET,60,-0.044,-0.039,86,625,647,6,0.64,2,2010,55,11.4,1.0,11.8,57
J.Morgan,SF,52,-0.035,-0.043,80,698,586,2,0.55,1,2010,44,15.9,1.3,13.3,57
P.Garcon,IND,71,-0.070,-0.053,119,784,865,6,0.56,0,2010,67,11.8,0.8,13.0,55
D.Hester,CHI,45,-0.034,-0.050,73,475,551,4,0.55,0,2010,40,11.8,1.3,13.7,53
J.Jones,HOU,47,-0.042,-0.049,78,562,577,3,0.65,1,2010,51,11.1,1.0,11.4,52
M.Williams,SEA,60,-0.067,-0.055,110,751,753,2,0.59,0,2010,65,11.6,0.8,11.6,50
J.Ford,OAK,43,-0.024,-0.020,54,470,388,2,0.46,0,2010,25,18.9,1.7,15.6,41
R.Parrish,BUF,37,-0.026,-0.037,52,415,392,2,0.63,1,2010,33,12.7,1.3,12.0,41
D.Henderson,NO,47,-0.053,-0.022,59,464,412,1,0.58,0,2010,34,13.6,1.0,12.0,33
D.Driver,GB,33,-0.078,-0.077,84,565,591,4,0.61,1,2010,51,11.0,0.6,11.5,33
L.Murphy,OAK,40,-0.087,-0.061,78,609,529,2,0.53,2,2010,41,14.7,0.6,12.8,24
B.Gibson,STL,48,-0.100,-0.062,91,620,627,2,0.58,0,2010,53,11.7,0.4,11.9,20
L.Fitzgerald,ARI,45,-0.130,-0.092,172,1137,1058,6,0.52,0,2010,89,12.7,0.0,11.8,-4
M.Massoquoi,CLE,-11,-0.138,-0.146,73,488,462,2,0.49,1,2010,36,13.6,-0.2,12.9,-6
L.Evans,BUF,-35,-0.167,-0.181,84,578,490,4,0.44,2,2010,37,15.6,-0.7,13.3,-26
E.Royal,DEN,-29,-0.172,-0.163,106,645,607,3,0.57,1,2010,60,10.7,-0.6,10.0,-37
B.LaFell,CAR,-25,-0.189,-0.168,77,468,438,1,0.49,0,2010,38,12.4,-1.0,11.6,-38
D.Butler,SEA,-35,-0.210,-0.188,70,385,395,4,0.51,0,2010,36,10.8,-1.3,11.1,-48
H.Douglas,ATL,-57,-0.263,-0.264,53,294,256,1,0.42,0,2010,22,13.2,-2.6,11.5,-57
D.Amendola,STL,-41,-0.193,-0.168,123,689,696,3,0.69,1,2010,85,8.1,-0.8,8.2,-64
C.Stuckey,CLE,-74,-0.254,-0.271,64,362,320,0,0.64,2,2010,41,8.8,-1.6,7.8,-65
B.Berrian,MIN,-76,-0.270,-0.292,54,252,276,0,0.52,0,2010,28,9.0,-2.3,9.8,-65
J.Cotchery,NYJ,-76,-0.228,-0.240,86,433,444,2,0.48,0,2010,41,10.5,-1.6,10.8,-68
D.Heyward-Bey,OAK,-64,-0.288,-0.252,64,366,296,1,0.41,0,2010,26,13.9,-3.2,11.3,-83
E.Doucet,ARI,-108,-0.405,-0.368,59,291,180,1,0.44,0,2010,26,11.2,-4.8,6.9,-124
L.Robinson,STL,-116,-0.365,-0.325,75,344,271,2,0.45,0,2010,34,10.2,-4.1,8.0,-140
S.Smith,CAR,-154,-0.324,-0.329,99,554,397,2,0.46,2,2010,46,12.2,-3.3,8.7,-150
A.Foster,HOU,171,0.222,0.204,86,603,728,2,0.79,0,2010,68,8.9,2.6,10.7,180
L.McCoy,PHI,155,0.160,0.155,90,577,701,2,0.87,1,2010,78,7.4,2.0,9.0,158
D.McFadden,OAK,164,0.340,0.381,61,507,537,3,0.77,1,2010,47,10.8,3.2,11.4,151
D.Woodhead,NE,133,0.538,0.457,44,379,471,1,0.77,0,2010,34,11.2,4.5,13.9,151
B.Jackson,GB,131,0.398,0.328,50,342,511,1,0.86,0,2010,43,8.0,3.5,11.9,150
D.Sproles,SD,155,0.219,0.241,75,520,592,2,0.79,0,2010,59,8.8,2.5,10.0,146
F.Jones,DAL,123,0.343,0.300,53,460,479,1,0.92,1,2010,49,9.4,2.8,9.8,135
J.Charles,KC,136,0.257,0.271,64,471,501,3,0.70,1,2010,45,10.5,2.9,11.2,132
P.Hillis,CLE,115,0.159,0.134,77,477,563,2,0.79,0,2010,61,7.8,2.1,9.3,126
K.Moreno,DEN,124,0.294,0.332,48,372,425,3,0.77,0,2010,37,10.1,3.1,11.5,114
M.Forte,CHI,88,0.103,0.096,70,551,456,3,0.73,3,2010,51,10.8,1.8,8.9,91
M.Jones-Drew,JAC,90,0.245,0.260,44,317,341,2,0.77,0,2010,34,9.4,2.6,10.1,87
A.Peterson,MIN,75,0.176,0.132,50,341,372,1,0.72,0,2010,36,9.5,2.4,10.3,87
M.Bush,OAK,86,0.478,0.507,25,218,266,0,0.76,0,2010,19,11.5,4.4,14.0,83
R.Rice,BAL,112,0.055,0.125,83,556,474,1,0.76,0,2010,63,8.8,1.3,7.5,82
M.Tolbert,SD,83,0.323,0.366,30,229,275,0,0.87,0,2010,26,8.8,2.9,10.5,76
M.Reece,OAK,77,0.168,0.190,43,333,317,3,0.58,0,2010,25,13.4,2.9,12.7,72
C.Williams,TB,48,0.025,-0.004,64,355,376,1,0.72,0,2010,46,7.7,1.3,8.2,58
P.Thomas,NO,48,0.170,0.129,30,201,245,0,1.00,0,2010,30,6.7,1.9,8.2,56
C.Buckhalter,DEN,61,0.152,0.189,38,240,245,2,0.74,0,2010,28,8.5,1.9,8.7,54
A.Bradshaw,NYG,48,0.040,0.028,59,316,312,0,0.81,0,2010,48,6.6,1.1,6.5,51
D.Brown,IND,61,0.158,0.248,28,205,210,0,0.71,0,2010,20,10.3,2.4,10.6,47
M.Moore,PIT,40,0.120,0.097,31,205,210,0,0.84,0,2010,26,7.9,1.7,8.1,44
J.Hester,SD,53,0.133,0.202,26,145,200,1,0.85,0,2010,22,6.6,1.9,9.0,43
J.Best,DET,18,-0.046,-0.097,80,487,399,2,0.73,0,2010,58,8.3,0.7,6.8,41
J.Snelling,ATL,36,0.011,-0.001,51,303,268,3,0.86,1,2010,44,6.9,0.9,6.1,39
M.Morris,DET,35,0.083,0.063,31,170,203,0,0.81,0,2010,25,6.8,1.5,8.1,38
R.Brown,MIA,34,0.020,0.006,42,242,249,0,0.79,0,2010,33,7.3,1.1,7.5,38
B.Leonard,CIN,37,0.092,0.097,26,137,187,1,0.77,0,2010,20,6.8,1.8,9.3,36
R.Torain,WAS,28,0.091,0.050,27,125,177,2,0.67,0,2010,18,6.9,1.9,9.8,34
S.Jackson,STL,31,-0.056,-0.049,61,374,307,0,0.75,0,2010,46,8.2,0.6,6.7,29
F.Gore,SF,43,-0.072,-0.029,72,452,339,2,0.64,1,2010,46,9.8,0.6,7.4,27
R.Bush,NO,18,-0.032,-0.061,42,208,222,1,0.81,0,2010,34,6.1,0.7,6.5,25
J.Forsett,SEA,14,-0.037,-0.081,51,252,230,0,0.65,0,2010,33,7.6,0.8,6.9,25
C.J.Spiller,BUF,26,0.031,0.038,30,157,159,1,0.80,0,2010,24,6.5,1.0,6.6,25
C.Taylor,CHI,18,0.015,-0.005,26,139,141,0,0.77,0,2010,20,6.9,1.0,7.0,21
R.Mendenhall,PIT,11,-0.039,-0.081,34,167,184,0,0.68,0,2010,23,7.2,0.9,8.0,20
B.Westbrook,SF,17,-0.001,-0.013,25,153,136,1,0.68,0,2010,17,9.0,1.1,8.0,19
R.Jennings,JAC,42,-0.051,0.111,34,222,152,0,0.76,0,2010,26,8.6,0.6,5.9,15
C.Benson,CIN,17,-0.078,-0.057,37,178,175,1,0.76,0,2010,28,6.3,0.5,6.2,13
M.Lynch,2TM,8,-0.080,-0.088,26,154,127,0,0.85,2,2010,22,7.0,0.4,5.7,9
M.Goodson,CAR,8,-0.118,-0.111,57,310,228,0,0.70,0,2010,40,7.8,0.2,5.7,6
R.Williams,MIA,5,-0.127,-0.109,30,141,118,1,0.63,0,2010,19,7.5,0.1,6.2,2
L.McClain,BAL,4,-0.128,-0.114,26,134,117,0,0.81,0,2010,21,6.4,0.1,5.6,2
M.Sellers,WAS,3,-0.136,-0.126,40,224,172,0,0.50,0,2010,20,11.2,0.1,8.6,1
J.Addai,IND,10,-0.146,-0.067,26,124,98,0,0.73,0,2010,19,6.5,-0.1,5.2,-1
K.Williams,WAS,5,-0.151,-0.121,58,309,206,2,0.67,1,2010,39,8.0,-0.1,5.3,-4
R.Mathews,SD,-12,-0.222,-0.215,26,145,81,0,0.85,1,2010,22,6.6,-0.6,3.7,-13
L.Betts,NO,-16,-0.275,-0.230,31,141,68,0,0.74,0,2010,23,6.1,-1.0,3.0,-23
T.Gerhart,MIN,-28,-0.315,-0.317,29,168,54,0,0.72,2,2010,21,8.0,-1.3,2.6,-27
L.Tomlinson,NYJ,-17,-0.218,-0.176,79,366,243,0,0.66,1,2010,52,7.0,-0.7,4.7,-35
F.Jackson,BUF,-84,-0.352,-0.420,54,215,82,2,0.57,1,2010,31,7.0,-2.1,2.7,-64
C.Johnson,TEN,-47,-0.369,-0.293,57,245,72,1,0.77,1,2010,44,5.6,-1.6,1.6,-70
T.Hightower,ARI,-122,-0.614,-0.649,42,136,-64,0,0.50,1,2010,21,6.5,-5.4,-3.0,-114
I.Redman,PIT,53,0.987,0.975,10,72,145,2,0.90,0,2010,9,8.0,6.0,16.1,54
K.Smith,DET,45,0.384,0.331,16,123,171,0,0.69,0,2010,11,11.1,4.5,15.5,50
J.Kuhn,GB,39,0.311,0.235,18,97,174,2,0.83,0,2010,15,6.5,3.1,11.6,47
O.Schmitt,PHI,36,0.165,0.113,24,136,192,1,0.79,0,2010,19,7.2,2.3,10.1,43
B.Green-Ellis,NE,26,0.183,0.130,16,85,135,0,0.75,0,2010,12,7.1,2.7,11.3,32
E.Graham,TB,29,0.127,0.123,19,130,140,1,0.84,0,2010,16,8.1,1.8,8.8,29
J.Stewart,CAR,25,0.218,0.184,14,103,113,1,0.57,0,2010,8,12.9,3.5,14.2,28
J.Harrison,2TM,17,0.201,0.110,13,85,94,0,0.92,0,2010,12,7.1,1.9,7.9,23
K.Faulk,NE,10,0.263,0.054,10,62,83,0,0.60,0,2010,6,10.3,3.7,13.8,22
L.Washington,SEA,13,0.146,0.036,13,79,95,0,0.69,0,2010,9,8.8,2.3,10.6,21
S.Greene,NYJ,17,-0.006,-0.021,24,120,146,0,0.67,1,2010,16,7.5,1.2,9.1,20
T.Jones,KC,25,0.038,0.090,20,122,117,0,0.70,0,2010,14,8.7,1.4,8.4,19
C.Portis,WAS,20,0.184,0.357,9,55,56,0,0.56,0,2010,5,10.9,2.6,11.1,13
O.Mughelli,ATL,27,0.007,0.178,18,126,88,1,0.72,0,2010,13,9.7,1.0,6.8,13
P.Cobbs,MIA,9,-0.013,-0.048,19,91,97,2,0.42,0,2010,8,11.4,1.5,12.2,12
A.Hall,TEN,11,-0.047,-0.037,20,100,103,0,0.75,0,2010,15,6.7,0.7,6.9,10
L.Stephens-Howling,ARI,10,-0.060,-0.060,22,106,115,0,0.68,0,2010,15,7.1,0.7,7.7,10
D.Williams,CAR,3,-0.026,-0.094,13,61,70,0,0.85,0,2010,11,5.5,0.7,6.3,8
T.Sutton,CAR,14,-0.021,0.068,12,70,66,0,1.00,0,2010,12,5.8,0.7,5.5,8
S.Morris,NE,5,-0.038,-0.069,12,77,72,0,0.58,0,2010,7,11.1,1.1,10.3,8
V.Leach,HOU,8,-0.069,-0.058,15,91,82,0,0.53,0,2010,8,11.4,0.9,10.3,7
H.Evans,NO,7,-0.090,-0.059,11,41,68,1,0.64,0,2010,7,5.8,0.6,9.7,4
G.Jones,JAC,2,-0.090,-0.108,11,47,55,0,1.00,0,2010,11,4.3,0.3,5.0,3
B.Scott,CIN,6,-0.106,-0.061,13,60,58,0,0.85,0,2010,11,5.4,0.2,5.2,2
K.Darby,STL,-1,-0.100,-0.151,13,61,44,1,0.77,0,2010,10,6.1,0.2,4.4,2
M.Bell,2TM,-3,-0.117,-0.185,10,66,42,0,0.70,1,2010,7,9.4,0.1,6.0,1
C.Gronkowski,DAL,-6,-0.141,-0.215,14,35,58,1,0.50,0,2010,7,5.0,0.0,8.3,0
D.Ward,HOU,3,-0.159,-0.087,11,61,37,0,0.64,0,2010,7,8.7,-0.1,5.3,-1
B.Jacobs,NYG,-5,-0.184,-0.203,13,59,47,0,0.54,0,2010,7,8.4,-0.4,6.7,-3
J.Felton,DET,-12,-0.189,-0.274,15,54,52,0,0.53,0,2010,8,6.8,-0.5,6.5,-4
T.Fiammetta,CAR,-2,-0.268,-0.166,10,34,29,0,0.50,0,2010,5,6.8,-1.6,5.8,-8
L.Polite,MIA,-21,-0.251,-0.361,17,61,45,0,0.71,0,2010,12,5.1,-0.9,3.7,-11
T.Choice,DAL,-14,-0.245,-0.260,22,114,55,0,0.77,1,2010,17,6.7,-0.7,3.2,-12
J.James,IND,-12,-0.359,-0.314,11,63,17,0,0.82,1,2010,9,7.0,-1.7,1.9,-15
M.Turner,ATL,-17,-0.284,-0.291,20,85,45,0,0.60,0,2010,12,7.1,-1.3,3.8,-16
T.Castille,KC,-16,-0.366,-0.347,12,43,19,0,0.83,0,2010,10,4.3,-1.8,1.9,-18
A.Brown,DET,-8,-0.358,-0.229,13,45,22,0,0.62,0,2010,8,5.6,-2.4,2.7,-19
M.Barber,DAL,-32,-0.479,-0.547,15,49,1,0,0.73,0,2010,11,4.5,-2.5,0.1,-27
M.Robinson,SEA,-33,-0.535,-0.581,13,37,-8,0,0.62,0,2010,8,4.6,-3.6,-1.0,-29
W.McGahee,BAL,-33,-0.459,-0.488,17,55,5,1,0.82,0,2010,14,3.9,-2.2,0.4,-30
J.Wright,ARI,-35,-0.532,-0.518,16,42,-9,0,0.50,0,2010,8,5.3,-4.5,-1.1,-36
J.Jones,NO,-46,-0.520,-0.545,22,59,-8,0,0.77,0,2010,17,3.5,-2.5,-0.5,-43
D.Sproles,NO,246,0.253,0.234,111,710,1048,7,0.77,0,2011,85,8.3,3.3,12.3,279
R.Rice,BAL,211,0.290,0.244,104,704,914,3,0.73,0,2011,76,9.3,3.3,12.0,252
M.Bush,OAK,153,0.441,0.493,47,418,479,1,0.79,0,2011,37,11.3,4.0,12.9,148
R.Mathews,SD,155,0.278,0.342,59,455,531,0,0.85,0,2011,50,9.1,2.9,10.6,146
A.Foster,HOU,116,0.186,0.160,73,621,556,2,0.74,1,2011,54,11.5,2.5,10.3,135
C.Clay,MIA,123,0.621,0.651,25,233,365,3,0.64,0,2011,16,14.6,7.7,22.8,123
P.Thomas,NO,108,0.155,0.176,59,425,478,1,0.85,0,2011,50,8.5,2.2,9.5,112
J.Stewart,CAR,89,0.182,0.142,61,413,455,1,0.77,0,2011,47,8.8,2.3,9.7,110
F.Jackson,BUF,92,0.225,0.213,50,442,404,0,0.78,0,2011,39,11.3,2.7,10.4,105
T.Gerhart,MIN,98,0.465,0.498,28,190,304,3,0.82,0,2011,23,8.3,4.1,13.2,94
L.Tomlinson,NYJ,95,0.155,0.198,60,449,391,2,0.70,0,2011,42,10.7,2.2,9.3,91
C.J.Spiller,BUF,68,0.104,0.071,54,289,416,2,0.74,0,2011,40,7.2,2.2,10.4,88
K.Lumpkin,TB,61,0.167,0.096,53,291,362,0,0.77,0,2011,41,7.1,2.1,8.9,85
M.Reece,OAK,81,0.204,0.250,36,313,307,2,0.75,1,2011,27,11.6,2.9,11.4,77
M.Jones-Drew,JAC,48,0.019,0.005,63,374,378,3,0.68,2,2011,43,8.7,1.6,8.8,67
J.Snelling,ATL,53,0.247,0.201,32,179,244,1,0.81,0,2011,26,6.9,2.5,9.4,64
J.Rodgers,ATL,62,0.321,0.336,28,199,220,1,0.79,0,2011,22,9.0,2.8,9.9,62
M.Morris,DET,64,0.190,0.249,35,230,242,1,0.74,0,2011,26,8.9,2.3,9.3,60
M.Tolbert,SD,53,-0.026,-0.022,79,433,450,2,0.68,1,2011,54,8.1,1.1,8.4,60
L.McCoy,PHI,40,-0.028,-0.040,69,315,412,3,0.70,0,2011,48,6.5,1.2,8.5,58
K.Smith,DET,66,0.194,0.283,28,180,228,3,0.79,1,2011,22,8.1,2.5,10.3,56
J.Best,DET,68,0.120,0.190,40,287,263,1,0.68,0,2011,27,10.6,2.1,9.7,56
K.Hunter,SF,43,0.212,0.167,26,195,214,0,0.62,0,2011,16,12.1,3.3,13.3,54
S.Jackson,STL,41,0.001,-0.006,58,333,327,1,0.72,1,2011,42,8.0,1.2,7.8,52
C.Johnson,TEN,14,-0.041,-0.106,79,418,397,0,0.72,0,2011,57,7.3,0.9,7.0,49
B.Leonard,CIN,32,0.127,0.060,31,210,216,0,0.71,0,2011,22,9.5,2.2,9.8,49
R.Helu,WAS,44,-0.013,-0.001,59,379,329,1,0.83,1,2011,49,7.7,1.0,6.7,49
A.Bradshaw,NYG,43,0.037,0.056,44,267,254,2,0.77,1,2011,34,7.9,1.4,7.5,47
M.Forte,CHI,39,-0.057,-0.041,76,492,381,1,0.68,1,2011,52,9.5,0.9,7.4,46
J.Starks,GB,58,0.064,0.162,38,225,225,0,0.79,0,2011,30,7.5,1.5,7.5,44
F.Jones,DAL,17,-0.030,-0.072,44,231,262,0,0.75,1,2011,33,7.0,1.2,7.9,38
E.Graham,TB,29,0.030,0.017,31,163,208,0,0.84,0,2011,26,6.3,1.4,8.0,37
M.Turner,ATL,43,0.069,0.148,26,168,182,0,0.65,0,2011,17,9.9,2.1,10.8,36
M.Lynch,SEA,-9,-0.073,-0.174,41,212,229,1,0.68,0,2011,28,7.6,1.0,8.2,27
S.Greene,NYJ,16,-0.086,-0.068,41,211,210,0,0.73,0,2011,30,7.0,0.7,7.0,22
R.Mendenhall,PIT,13,-0.054,-0.061,28,154,160,0,0.64,0,2011,18,8.6,1.2,8.9,22
D.McCluster,KC,4,-0.126,-0.126,63,350,279,1,0.75,1,2011,47,7.4,0.4,5.9,17
R.Bush,MIA,23,-0.124,-0.059,52,296,237,1,0.83,0,2011,43,6.9,0.3,5.5,13
D.Woodhead,NE,10,-0.113,-0.079,31,157,144,0,0.58,0,2011,18,8.7,0.5,8.0,9
C.Ogbonnaya,CLE,6,-0.094,-0.103,31,165,133,0,0.74,0,2011,23,7.2,0.3,5.8,8
D.J.Ware,NYG,10,-0.138,-0.092,37,170,166,0,0.73,0,2011,27,6.3,0.3,6.1,8
J.Ringer,TEN,-1,-0.132,-0.142,36,187,147,0,0.78,1,2011,28,6.7,0.1,5.2,4
L.Ball,DEN,-6,-0.193,-0.174,31,148,117,1,0.52,1,2011,16,9.2,-0.2,7.3,-3
D.Murray,DAL,12,-0.178,-0.078,35,183,136,0,0.74,0,2011,26,7.1,-0.2,5.3,-4
F.Gore,SF,-20,-0.181,-0.252,31,114,119,0,0.55,0,2011,17,6.7,-0.2,7.0,-4
J.Forsett,SEA,-34,-0.265,-0.319,34,128,93,0,0.68,0,2011,23,5.5,-0.9,4.0,-20
