player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
A.Wilson,MIA,65,0.108,0.113,35,391,312,4,0.74,0,2018,26,15.1,2.4,12.0,63
K.Kirkwood,NO,60,0.235,0.244,21,209,217,2,0.62,0,2018,13,16.1,4.5,16.7,58
P.Dorsett,NE,73,0.054,0.106,42,290,337,3,0.76,0,2018,32,9.1,1.8,10.6,56
M.Goodwin,SF,40,0.017,-0.015,44,395,365,4,0.52,1,2018,23,17.3,2.2,16.0,51
B.LaFell,OAK,47,0.269,0.268,16,135,168,2,0.75,0,2018,12,11.3,4.0,14.0,48
P.Richardson,WAS,54,0.041,0.064,35,262,301,2,0.57,0,2018,20,13.1,2.4,15.1,48
R.Shepard,NYG,47,0.205,0.206,19,188,186,2,0.53,0,2018,10,18.7,4.7,18.5,47
T.Pryor,2TM,40,0.061,0.049,30,252,245,2,0.53,0,2018,16,15.8,2.6,15.4,42
C.Latimer,NYG,42,0.197,0.210,16,190,160,1,0.69,0,2018,11,17.2,3.6,14.5,40
D.Burnett,NYJ,26,0.197,0.104,15,143,147,0,0.67,0,2018,10,14.2,3.7,14.6,37
A.Carr,NO,37,0.173,0.197,14,97,145,2,0.64,0,2018,9,10.8,3.9,16.2,35
T.J.Jones,DET,23,0.016,-0.017,27,190,213,2,0.70,0,2018,19,10.1,1.6,11.3,30
T.Sharpe,TEN,22,-0.049,-0.069,47,316,356,2,0.55,0,2018,26,12.2,1.2,13.8,30
C.Patterson,NE,32,0.006,0.018,28,247,220,3,0.75,0,2018,21,11.8,1.4,10.5,29
C.Moore,BAL,23,0.025,-0.004,25,196,191,1,0.76,0,2018,19,10.3,1.5,10.1,28
D.Carter,2TM,13,0.003,-0.053,25,216,184,0,0.88,1,2018,22,9.8,1.1,8.4,24
T.Quinn,WAS,22,0.149,0.149,10,75,97,1,0.90,0,2018,9,8.3,2.4,10.8,22
J.Grant,MIA,26,-0.046,-0.027,34,268,244,2,0.62,0,2018,21,12.7,1.0,11.6,21
C.Meredith,NO,29,0.169,0.283,10,114,89,1,0.90,1,2018,9,12.7,2.3,9.9,21
T.Austin,DAL,25,0.051,0.110,13,140,116,2,0.62,0,2018,8,17.4,2.4,14.4,19
J.Kumerow,GB,26,0.088,0.170,11,103,99,1,0.73,0,2018,8,12.8,2.4,12.3,19
T.Sherfield,ARI,33,-0.043,0.032,28,210,196,1,0.68,0,2018,19,11.0,0.9,10.3,18
B.Butler,2TM,7,0.096,-0.031,10,60,87,1,0.60,0,2018,6,10.0,2.8,14.5,17
E.St. Brown,GB,30,-0.072,-0.022,36,328,259,0,0.58,0,2018,21,15.7,0.8,12.4,16
C.Batson,TEN,14,0.047,0.037,11,88,93,0,0.73,0,2018,8,11.0,1.9,11.6,15
M.Bryant,OAK,12,-0.067,-0.068,27,266,192,0,0.70,1,2018,19,14.1,0.7,10.2,13
R.James,SF,14,-0.028,0.000,14,130,103,1,0.64,0,2018,9,14.5,1.2,11.5,11
A.Hurns,DAL,22,-0.093,-0.049,35,295,239,2,0.57,1,2018,20,14.8,0.5,12.0,9
V.Smith,HOU,3,-0.033,-0.085,10,91,78,1,0.50,0,2018,5,18.2,1.6,15.6,8
A.Holmes,2TM,0,-0.087,-0.125,24,162,158,0,0.54,0,2018,13,12.5,0.5,12.2,7
K.Coutee,HOU,7,-0.105,-0.104,41,287,253,1,0.68,0,2018,28,10.3,0.3,9.1,7
T.Smith,CAR,19,-0.100,-0.048,31,190,210,2,0.55,0,2018,17,11.1,0.4,12.3,7
R.Switzer,PIT,-7,-0.111,-0.145,44,253,299,1,0.82,0,2018,36,7.0,0.1,8.3,5
B.Powell,DET,2,-0.092,-0.115,17,129,112,0,0.65,0,2018,11,11.7,0.4,10.1,4
T.Benjamin,LAC,-5,-0.117,-0.155,24,186,148,1,0.50,0,2018,12,15.5,0.2,12.3,2
M.Hall,ATL,1,-0.120,-0.120,19,149,116,1,0.53,0,2018,10,14.8,0.1,11.5,1
C.Core,CIN,-14,-0.128,-0.191,28,160,173,1,0.46,0,2018,13,12.4,0.0,13.4,0
J.Hardy,ATL,11,-0.128,-0.068,22,133,147,2,0.64,0,2018,14,9.4,0.0,10.4,0
D.Jennings,TEN,-2,-0.132,-0.149,15,101,88,0,0.73,0,2018,11,9.2,-0.1,8.0,-1
D.Ratley,CLE,-5,-0.143,-0.159,20,144,122,0,0.65,0,2018,13,11.1,-0.2,9.4,-2
A.Erickson,CIN,-4,-0.164,-0.144,29,167,169,0,0.69,0,2018,20,8.3,-0.4,8.4,-8
R.Gage,ATL,-10,-0.242,-0.254,10,63,49,0,0.60,0,2018,6,10.5,-1.5,8.2,-9
E.Rogers,PIT,-11,-0.208,-0.219,14,79,84,0,0.86,1,2018,12,6.6,-0.8,7.0,-10
B.Fowler,NYG,-7,-0.184,-0.160,27,199,152,1,0.59,1,2018,16,12.5,-0.8,9.5,-12
T.Patrick,DEN,-20,-0.176,-0.190,41,315,236,1,0.56,2,2018,23,13.7,-0.7,10.3,-16
B.Marshall,SEA,-20,-0.223,-0.248,23,136,112,1,0.48,0,2018,11,12.3,-1.4,10.1,-16
D.Hamilton,DEN,-32,-0.181,-0.211,46,243,275,2,0.65,0,2018,30,8.1,-0.7,9.2,-20
T.Ginn,NO,-9,-0.216,-0.167,30,209,156,2,0.57,1,2018,17,12.2,-1.2,9.1,-21
Tr.Taylor,SF,-24,-0.194,-0.206,40,215,221,1,0.65,0,2018,26,8.3,-0.8,8.5,-21
I.McKenzie,BUF,-23,-0.238,-0.227,30,179,147,0,0.60,0,2018,18,9.9,-1.4,8.2,-25
J.Bellamy,CHI,-28,-0.255,-0.266,25,117,124,1,0.56,0,2018,14,8.4,-1.9,8.9,-26
D.Thompson,2TM,-22,-0.241,-0.220,30,161,152,0,0.57,0,2018,17,9.4,-1.6,8.9,-27
Z.Pascal,IND,-25,-0.205,-0.198,46,268,250,2,0.59,0,2018,27,9.9,-1.0,9.2,-28
A.Roberts,NYJ,-35,-0.343,-0.385,18,79,67,1,0.56,0,2018,10,7.8,-2.9,6.6,-29
P.Garcon,SF,-37,-0.213,-0.231,46,286,243,1,0.52,0,2018,24,12.0,-1.3,10.2,-31
A.Jones,DET,-44,-0.290,-0.356,24,80,109,1,0.46,0,2018,11,7.2,-2.8,9.9,-31
J.Washington,PIT,-51,-0.251,-0.295,38,217,190,1,0.42,0,2018,16,13.6,-2.3,11.9,-37
M.Ateman,OAK,-57,-0.285,-0.366,31,154,137,1,0.48,0,2018,15,10.3,-2.6,9.2,-38
J.J.Nelson,ARI,-40,-0.416,-0.376,19,64,62,0,0.37,0,2018,7,9.1,-6.5,8.8,-46
A.Tate,CIN,-55,-0.650,-0.736,12,35,4,0,0.33,0,2018,4,8.8,-12.1,1.0,-48
D.Parker,MIA,-59,-0.266,-0.286,48,309,226,1,0.52,0,2018,25,12.4,-2.1,9.1,-52
J.Hunter,PIT,-65,-0.642,-0.740,13,21,6,0,0.23,0,2018,3,7.0,-18.1,2.0,-54
B.Ellington,2TM,-54,-0.303,-0.297,42,224,175,1,0.74,0,2018,31,7.2,-1.8,5.6,-56
M.Floyd,WAS,-53,-0.432,-0.407,24,100,68,1,0.42,0,2018,10,9.9,-5.8,6.7,-58
M.Harris,WAS,-66,-0.332,-0.311,47,304,181,0,0.60,0,2018,28,10.8,-2.6,6.4,-73
DJ Chark,JAX,-95,-0.474,-0.490,32,174,78,0,0.44,1,2018,14,12.4,-6.4,5.5,-90
C.Williams,ARI,-139,-0.535,-0.525,46,171,74,1,0.37,0,2018,17,10.0,-8.3,4.3,-142
A.J.Green,CIN,145,0.124,0.109,77,694,732,6,0.60,2,2018,46,15.0,3.4,15.8,155
M.Thomas,NO,537,0.239,0.238,185,1727,1993,9,0.81,1,2019,150,11.5,3.6,13.3,538
C.Godwin,TB,423,0.328,0.336,121,1333,1357,9,0.71,0,2019,86,15.5,4.8,15.8,415
A.Cooper,DAL,346,0.223,0.246,119,1189,1234,8,0.66,0,2019,79,15.1,4.1,15.7,324
T.Lockett,SEA,301,0.246,0.227,110,1057,1161,8,0.75,1,2019,83,12.8,3.8,14.1,317
C.Ridley,ATL,299,0.306,0.291,93,866,1040,7,0.68,0,2019,63,13.7,4.9,16.4,310
M.Evans,TB,310,0.180,0.189,118,1157,1244,8,0.57,0,2019,67,17.2,4.5,18.5,301
J.Jones,ATL,282,0.116,0.102,157,1394,1445,6,0.63,1,2019,99,14.1,3.0,14.6,299
D.Parker,MIA,274,0.149,0.139,128,1202,1255,9,0.56,0,2019,72,16.8,3.9,17.5,283
K.Golladay,DET,278,0.180,0.179,116,1190,1150,11,0.56,1,2019,65,18.3,4.3,17.7,279
S.Diggs,MIN,280,0.240,0.250,95,1130,1008,6,0.67,4,2019,64,17.8,4.3,15.8,272
A.J.Brown,TEN,253,0.262,0.264,84,1051,897,8,0.62,1,2019,52,20.2,4.8,17.2,251
T.Hill,KC,223,0.224,0.202,89,860,901,7,0.65,0,2019,58,14.9,4.1,15.6,237
T.McLaurin,WAS,244,0.189,0.198,93,919,961,7,0.62,0,2019,58,15.9,4.1,16.7,237
M.Williams,LAC,239,0.206,0.212,90,1001,922,2,0.54,0,2019,49,20.6,4.8,19.0,235
M.Gallup,DAL,259,0.135,0.164,113,1107,1069,6,0.58,0,2019,66,16.9,3.6,16.3,233
K.Allen,LAC,238,0.073,0.078,149,1199,1286,6,0.70,0,2019,104,11.5,2.2,12.3,232
D.Hopkins,HOU,197,0.062,0.039,150,1165,1297,7,0.69,0,2019,104,11.3,2.2,12.5,224
C.Kupp,LAR,185,0.071,0.051,134,1161,1148,10,0.70,3,2019,94,12.4,2.2,12.2,205
Jo.Brown,BUF,230,0.110,0.139,115,1060,1008,6,0.63,0,2019,72,14.6,2.8,13.9,205
T.Williams,OAK,212,0.272,0.286,64,651,719,6,0.66,0,2019,42,15.4,4.8,17.0,204
C.Sutton,DEN,187,0.057,0.056,124,1112,1114,6,0.58,2,2019,72,15.5,2.6,15.5,189
E.Sanders,2TM,179,0.105,0.094,97,869,937,5,0.68,0,2019,66,13.2,2.9,14.2,188
J.Landry,CLE,155,0.041,0.016,138,1174,1157,6,0.60,0,2019,83,14.2,2.2,14.0,182
M.Jones,DET,210,0.118,0.158,91,779,865,9,0.68,0,2019,62,12.6,2.9,14.0,180
D.J.Moore,CAR,183,0.032,0.047,135,1175,1105,4,0.64,2,2019,86,13.6,1.9,12.8,167
K.Stills,HOU,151,0.247,0.223,55,561,591,4,0.73,0,2019,40,14.0,4.0,14.7,162
J.Washington,PIT,145,0.112,0.096,80,735,760,3,0.55,1,2019,44,16.7,3.5,17.3,156
B.Perriman,TB,157,0.165,0.170,69,645,661,6,0.52,0,2019,36,18.0,4.3,18.4,155
D.Slayton,NYG,135,0.096,0.076,84,740,763,8,0.57,0,2019,48,15.5,3.1,15.9,148
D.Adams,GB,141,0.006,0.008,127,997,1057,5,0.65,2,2019,83,12.1,1.7,12.8,139
DJ Chark,JAX,158,0.019,0.045,118,1008,948,8,0.62,1,2019,73,13.8,1.8,13.0,134
Z.Pascal,IND,137,0.084,0.112,72,607,647,5,0.57,0,2019,41,14.8,2.9,15.8,121
D.Samuel,SF,114,0.073,0.061,81,802,673,3,0.70,2,2019,57,14.1,2.1,11.9,121
R.Cobb,DAL,125,0.054,0.063,83,828,711,3,0.66,2,2019,55,15.1,2.2,13.0,119
A.Lazard,GB,118,0.146,0.146,52,477,526,3,0.67,0,2019,35,13.7,3.4,15.1,118
C.Beasley,BUF,95,0.013,-0.008,106,778,818,6,0.63,0,2019,67,11.7,1.7,12.2,112
H.Renfrow,OAK,118,0.079,0.090,71,605,605,4,0.69,0,2019,49,12.3,2.3,12.3,112
DK Metcalf,SEA,85,0.006,-0.020,100,900,801,7,0.58,3,2019,58,15.5,1.8,13.8,105
A.Thielen,MIN,117,0.154,0.193,48,418,451,6,0.63,0,2019,30,13.8,3.4,14.9,103
C.Davis,TEN,113,0.054,0.079,69,601,591,2,0.62,1,2019,43,14.0,2.3,13.8,99
M.Brown,BAL,98,0.042,0.040,71,584,621,7,0.65,0,2019,46,12.7,2.1,13.5,98
R.Woods,LAR,86,-0.040,-0.047,139,1134,1016,2,0.65,0,2019,90,12.6,1.0,11.2,94
W.Fuller,HOU,97,0.018,0.045,71,670,584,3,0.69,1,2019,49,13.7,1.7,11.9,82
O.Beckham,CLE,48,-0.054,-0.082,133,1035,1004,4,0.56,0,2019,74,13.9,1.1,13.5,79
G.Tate,NYG,81,-0.020,-0.004,86,676,644,6,0.58,1,2019,50,13.6,1.4,12.9,71
B.Cooks,LAR,60,0.000,-0.019,72,583,558,2,0.58,0,2019,42,14.0,1.7,13.4,71
C.Conley,JAX,105,-0.027,0.027,90,775,651,5,0.52,0,2019,47,16.6,1.5,13.9,68
C.Kirk,ARI,25,-0.051,-0.098,108,709,813,3,0.63,0,2019,68,10.4,1.0,11.9,67
R.Anderson,NYJ,57,-0.042,-0.054,96,779,735,5,0.54,1,2019,52,15.0,1.3,14.2,66
D.Robinson,KC,60,0.010,0.010,55,449,449,4,0.58,0,2019,32,14.1,1.9,14.1,61
A.Jeffery,PHI,69,-0.042,-0.009,73,490,553,4,0.59,0,2019,43,11.4,1.2,12.8,50
J.Edelman,NE,68,-0.086,-0.069,153,1117,1026,6,0.65,3,2019,99,11.2,0.5,10.3,48
P.Dorsett,NE,43,-0.021,-0.027,54,397,419,5,0.54,0,2019,29,13.6,1.6,14.4,46
J.Ross,CIN,28,-0.045,-0.064,56,506,411,3,0.50,1,2019,28,18.1,1.3,14.7,36
A.Miller,CHI,53,-0.076,-0.047,85,656,596,2,0.61,0,2019,52,12.7,0.7,11.5,34
P.Williams,MIA,19,-0.059,-0.086,60,428,429,3,0.53,2,2019,32,13.5,1.0,13.5,32
S.Shepard,NYG,62,-0.081,-0.032,83,576,574,3,0.69,0,2019,57,10.1,0.5,10.0,30
D.Johnson,PIT,7,-0.089,-0.116,91,680,601,5,0.64,3,2019,58,11.7,0.4,10.3,26
D.Thomas,NYJ,48,-0.074,-0.024,58,433,418,1,0.62,0,2019,36,12.0,0.7,11.6,25
T.Ginn,NO,17,-0.077,-0.089,56,421,389,2,0.54,0,2019,30,13.9,0.7,12.9,22
D.Amendola,DET,17,-0.102,-0.103,97,678,619,1,0.64,0,2019,62,10.9,0.3,10.0,18
J.Crowder,NYJ,-3,-0.118,-0.130,122,833,792,6,0.64,0,2019,78,10.7,0.1,10.1,9
J.Smith-Schuster,PIT,-5,-0.113,-0.136,71,552,467,3,0.59,1,2019,42,13.2,0.2,11.1,8
T.Boyd,CIN,-16,-0.124,-0.140,148,1046,964,5,0.61,2,2019,90,11.6,0.0,10.7,3
S.Watkins,KC,-20,-0.123,-0.156,90,673,568,3,0.58,2,2019,52,12.9,0.1,10.9,3
A.Tate,CIN,-28,-0.134,-0.171,80,575,510,1,0.50,1,2019,40,14.4,-0.1,12.8,-5
R.Gage,ATL,-25,-0.141,-0.173,74,446,429,1,0.66,0,2019,49,9.1,-0.2,8.8,-8
M.Valdes-Scantling,GB,-23,-0.155,-0.178,56,452,344,2,0.46,0,2019,26,17.5,-0.5,13.4,-13
D.Hamilton,DEN,-33,-0.180,-0.209,52,297,291,1,0.54,0,2019,28,10.6,-0.7,10.4,-21
C.Samuel,CAR,-7,-0.151,-0.134,105,627,671,6,0.51,0,2019,54,11.7,-0.4,12.5,-21
M.Sanu,2TM,-38,-0.170,-0.181,89,520,526,2,0.66,0,2019,59,8.9,-0.5,9.0,-30
S.Sims,WAS,-47,-0.246,-0.233,56,310,282,4,0.61,0,2019,34,9.1,-1.6,8.3,-53
A.Wilson,MIA,-62,-0.237,-0.254,62,351,315,1,0.69,0,2019,43,8.2,-1.2,7.4,-53
A.Erickson,CIN,-63,-0.220,-0.234,78,529,396,0,0.55,1,2019,43,12.3,-1.3,9.2,-55
D.Westbrook,JAX,-47,-0.218,-0.186,101,660,544,3,0.65,0,2019,66,10.1,-1.1,8.3,-73
G.Allison,GB,-99,-0.358,-0.360,55,287,200,2,0.62,2,2019,34,8.4,-2.9,5.9,-98
N.Agholor,PHI,-115,-0.350,-0.335,69,363,266,3,0.57,2,2019,39,9.2,-3.1,6.8,-123
J.Wright,CAR,-117,-0.396,-0.383,58,296,191,0,0.48,0,2019,28,10.6,-4.5,6.9,-124
M.Hardman,KC,177,0.441,0.426,41,538,528,6,0.63,0,2019,26,20.8,7.0,20.4,181
T.Sharpe,TEN,152,0.451,0.432,34,329,454,4,0.74,0,2019,25,13.1,6.2,18.0,157
T.Hill,NO,141,0.655,0.659,22,234,352,6,0.86,0,2019,19,12.4,7.4,18.6,140
T.Smith,NO,135,0.536,0.537,25,234,365,5,0.72,0,2019,18,13.0,7.5,20.3,135
K.Bourne,SF,132,0.257,0.263,44,358,467,5,0.68,0,2019,30,12.0,4.3,15.6,130
K.Cole,JAX,121,0.248,0.305,35,361,384,3,0.69,0,2019,24,14.9,4.3,15.9,105
M.Hall,DET,101,1.082,1.121,11,261,211,1,0.64,0,2019,7,37.1,13.9,30.0,98
W.Snead,BAL,78,0.124,0.096,46,339,414,5,0.67,0,2019,31,11.0,2.9,13.4,88
A.Humphries,TEN,77,0.117,0.096,47,374,404,2,0.79,0,2019,37,10.1,2.3,10.9,84
A.Hurns,MIA,68,0.052,0.061,47,416,389,2,0.68,1,2019,32,13.0,2.0,12.2,64
S.Roberts,BAL,55,0.104,0.077,35,271,313,2,0.60,0,2019,21,12.9,3.0,14.9,62
M.Turner,SEA,61,0.245,0.238,22,245,227,1,0.68,0,2019,15,16.4,4.1,15.2,62
J.Meyers,NE,71,0.059,0.092,41,359,355,0,0.63,0,2019,26,13.9,2.4,13.7,61
R.James,SF,59,0.645,0.722,10,165,136,1,0.60,0,2019,6,27.5,9.0,22.7,54
L.Treadwell,MIN,47,0.317,0.271,16,184,175,1,0.56,0,2019,9,20.5,5.9,19.5,53
J.Gordon,2TM,61,0.022,0.045,47,426,366,1,0.57,0,2019,27,15.9,2.0,13.7,53
M.Boykin,BAL,59,0.162,0.213,22,198,217,3,0.59,0,2019,13,15.3,3.9,16.7,50
O.Johnson,MIN,37,0.009,-0.025,45,294,369,3,0.69,0,2019,31,9.5,1.6,11.9,49
J.Kumerow,GB,49,0.201,0.208,21,219,190,1,0.57,0,2019,12,18.3,4.0,15.9,48
D.Jackson,PHI,66,0.416,0.640,10,159,140,2,0.90,0,2019,9,17.7,5.2,15.6,47
C.Latimer,NYG,43,0.000,-0.006,42,300,354,2,0.57,0,2019,24,12.5,1.9,14.8,45
A.Isabella,ARI,41,0.334,0.299,13,189,144,1,0.69,0,2019,9,21.1,4.9,16.1,44
D.Cain,2TM,44,0.104,0.105,20,124,218,0,0.45,0,2019,9,13.8,4.9,24.2,44
M.Johnson,IND,47,0.037,0.057,33,277,269,2,0.52,0,2019,17,16.1,2.4,15.7,42
B.Pringle,KC,43,0.229,0.248,16,170,152,1,0.75,0,2019,12,14.2,3.3,12.7,40
D.Carter,HOU,44,0.218,0.267,14,162,148,0,0.79,0,2019,11,14.6,3.5,13.4,39
M.Goodwin,SF,37,0.074,0.078,21,186,199,1,0.57,0,2019,12,15.5,3.0,16.6,36
K.Raymond,TEN,40,0.210,0.276,12,170,130,1,0.75,1,2019,9,18.9,3.7,14.4,33
K.Harmon,WAS,39,-0.028,-0.011,44,365,321,0,0.68,0,2019,30,12.2,1.1,10.7,33
P.Cooper,ARI,29,0.004,-0.009,33,243,252,1,0.76,0,2019,25,9.7,1.3,10.0,33
D.Byrd,ARI,19,-0.046,-0.074,46,359,343,1,0.70,1,2019,32,11.1,0.9,10.7,30
K.Doss,OAK,28,0.116,0.131,14,133,127,0,0.79,0,2019,11,12.0,2.4,11.5,26
T.Gabriel,CHI,31,-0.058,-0.041,48,353,328,4,0.60,0,2019,29,12.3,0.8,11.4,24
D.Williams,BUF,33,0.029,0.097,19,166,153,1,0.63,0,2019,12,13.9,1.9,12.8,23
Ja.Brown,SEA,13,-0.031,-0.069,28,220,214,2,0.57,1,2019,16,13.8,1.3,13.4,21
D.Ratley,CLE,20,-0.019,-0.024,24,200,187,1,0.50,0,2019,12,16.7,1.8,15.6,21
J.Watson,TB,28,-0.023,0.020,26,159,185,2,0.58,0,2019,15,10.5,1.3,12.3,20
B.Zylstra,CAR,20,0.084,0.087,12,106,105,0,0.67,0,2019,8,13.2,2.5,13.1,20
D.Moore,SEA,17,-0.055,-0.063,34,301,247,2,0.50,1,2019,17,17.7,1.1,14.5,19
T.Patrick,DEN,8,-0.078,-0.094,31,218,209,0,0.52,0,2019,16,13.5,0.7,13.0,11
J.Hardy,ATL,9,-0.085,-0.082,26,195,170,0,0.73,0,2019,19,10.3,0.4,9.0,8
P.Richardson,WAS,1,-0.113,-0.125,42,245,273,2,0.67,0,2019,28,8.7,0.1,9.7,4
D.Inman,2TM,12,-0.099,-0.049,21,181,134,0,0.57,0,2019,12,15.1,0.3,11.2,4
I.Ford,MIA,11,-0.117,-0.090,35,244,243,0,0.66,0,2019,23,10.6,0.1,10.5,3
T.Austin,DAL,-5,-0.121,-0.155,24,177,152,1,0.54,0,2019,13,13.7,0.1,11.7,1
JJ Arcega-Whiteside,PHI,5,-0.123,-0.093,22,169,130,1,0.45,0,2019,10,17.1,0.1,13.1,1
T.Davis,2TM,2,-0.146,-0.096,11,111,61,0,0.73,1,2019,8,13.8,-0.2,7.6,-2
M.Ateman,OAK,-6,-0.152,-0.193,11,116,66,0,0.50,1,2019,6,21.1,-0.4,12.0,-2
B.Berrios,NYJ,-10,-0.152,-0.242,13,115,70,0,0.46,0,2019,6,19.2,-0.3,11.7,-2
A.Callaway,CLE,-16,-0.150,-0.259,15,89,96,0,0.53,0,2019,8,11.2,-0.4,12.1,-3
C.Lacy,DET,-6,-0.165,-0.205,10,60,62,0,0.30,0,2019,3,20.0,-1.0,20.7,-3
A.Patton,LAC,-7,-0.153,-0.173,17,56,112,0,0.35,0,2019,6,9.4,-0.7,18.8,-4
S.Miller,TB,-9,-0.155,-0.173,26,200,142,1,0.50,0,2019,13,15.4,-0.4,10.9,-5
K.Hodge,CLE,-7,-0.213,-0.214,10,76,59,0,0.40,0,2019,4,19.0,-1.8,14.8,-7
D.Willis,CIN,-12,-0.190,-0.218,16,82,92,0,0.56,0,2019,9,9.2,-0.9,10.3,-8
T.Sherfield,ARI,-12,-0.226,-0.238,13,80,74,0,0.31,0,2019,4,19.9,-2.7,18.4,-11
C.Rogers,IND,-4,-0.179,-0.143,28,179,159,2,0.57,0,2019,16,11.2,-0.7,10.0,-11
R.Higgins,CLE,-13,-0.270,-0.286,11,55,48,1,0.36,0,2019,4,13.9,-2.8,12.1,-11
J.Reynolds,LAR,-11,-0.161,-0.160,43,326,253,1,0.49,0,2019,21,15.5,-0.5,12.0,-11
T.Jones,PIT,-15,-0.299,-0.336,10,61,39,0,0.40,0,2019,4,15.3,-3.0,9.8,-12
V.Smith,NYJ,-8,-0.180,-0.158,31,225,191,0,0.55,0,2019,17,13.2,-0.8,11.2,-14
G.Ward,PHI,13,-0.190,-0.087,40,254,231,1,0.70,0,2019,28,9.1,-0.7,8.3,-20
R.Grant,OAK,-27,-0.377,-0.457,9,14,37,0,0.44,0,2019,4,3.5,-5.3,9.3,-21
B.Fowler,NYG,-24,-0.203,-0.214,36,193,192,0,0.64,0,2019,23,8.4,-0.9,8.3,-21
I.McKenzie,BUF,-8,-0.210,-0.154,39,254,202,1,0.69,0,2019,27,9.4,-0.9,7.5,-24
N.Harry,NE,-18,-0.261,-0.221,24,105,116,2,0.50,0,2019,12,8.8,-2.1,9.7,-25
J.Matthews,PHI,-45,-0.435,-0.625,12,33,32,0,0.33,0,2019,4,8.3,-7.1,8.1,-28
D.Pettis,SF,-31,-0.281,-0.294,24,109,109,2,0.46,0,2019,11,9.9,-2.6,9.9,-29
M.Hollins,2TM,-20,-0.300,-0.238,23,125,101,0,0.43,0,2019,10,12.6,-3.1,10.2,-31
C.Patterson,CHI,-36,-0.351,-0.380,17,83,69,0,0.65,0,2019,11,7.5,-2.9,6.2,-32
C.Hogan,CAR,-31,-0.420,-0.398,15,67,43,0,0.53,0,2019,8,8.4,-4.2,5.4,-33
B.Wilson,TB,-39,-0.557,-0.609,11,35,14,0,0.27,0,2019,3,11.8,-11.8,4.7,-35
K.Coutee,HOU,-38,-0.255,-0.258,36,254,180,0,0.61,1,2019,22,11.6,-1.7,8.2,-37
R.Switzer,PIT,-45,-0.553,-0.600,11,27,18,0,0.73,0,2019,8,3.4,-5.1,2.2,-41
C.Blake,ATL,-52,-0.343,-0.401,24,91,94,0,0.46,0,2019,11,8.2,-3.7,8.5,-41
R.Foster,BUF,-41,-0.421,-0.403,18,64,56,0,0.17,0,2019,3,20.9,-14.4,18.3,-44
J.Grant,MIA,-60,-0.331,-0.364,33,164,130,0,0.58,0,2019,19,8.6,-2.7,6.8,-52
S.Morgan,CIN,-55,-0.825,-0.861,10,18,-16,0,0.30,0,2019,3,6.0,-17.7,-5.3,-53
J.Holton,PIT,-81,-0.661,-0.751,16,21,3,0,0.25,0,2019,4,5.3,-17.5,0.8,-70
D.Moncrief,PIT,-89,-0.763,-0.919,15,18,-14,0,0.27,0,2019,4,4.4,-17.5,-3.5,-71
J.Wims,CHI,-77,-0.398,-0.378,39,186,126,1,0.46,0,2019,18,10.4,-4.6,7.0,-83
T.Benjamin,LAC,-87,-0.789,-0.815,16,30,-21,0,0.38,0,2019,6,4.9,-13.8,-3.5,-84
Z.Jones,2TM,-92,-0.386,-0.390,45,216,151,0,0.60,0,2019,27,8.0,-3.4,5.6,-91
P.Campbell,IND,-88,-0.734,-0.644,24,127,-14,1,0.75,2,2019,18,7.1,-5.8,-0.8,-104
K.Johnson,ARI,-103,-0.456,-0.448,42,187,105,1,0.50,1,2019,21,8.9,-5.0,5.0,-105
T.Quinn,WAS,-126,-0.448,-0.469,47,198,125,1,0.55,1,2019,26,7.7,-4.6,4.8,-118
L.Fitzgerald,ARI,74,-0.020,-0.039,109,804,819,4,0.69,1,2019,75,10.7,1.2,10.9,90
T.Y.Hilton,IND,78,0.016,0.019,68,501,549,5,0.66,0,2019,45,11.2,1.7,12.2,76
A.Robinson,CHI,182,0.004,0.017,154,1147,1271,7,0.64,0,2019,99,11.6,1.7,12.9,165
J.Jones,ATL,469,0.317,0.329,129,1409,1514,6,0.64,0,2016,83,17.1,5.5,18.3,458
M.Thomas,NO,408,0.316,0.292,121,1137,1429,9,0.76,2,2016,92,12.4,4.7,15.5,431
J.Nelson,GB,366,0.192,0.178,152,1257,1541,14,0.64,1,2016,97,12.9,3.9,15.8,382
T.Y.Hilton,IND,333,0.173,0.150,155,1448,1511,6,0.59,0,2016,91,15.8,3.9,16.5,360
C.Beasley,DAL,342,0.310,0.311,99,840,1138,5,0.77,0,2016,76,11.0,4.5,14.9,341
M.Evans,TB,312,0.100,0.101,173,1321,1568,12,0.55,0,2016,95,13.9,3.2,16.5,309
A.Brown,PIT,306,0.111,0.119,154,1284,1447,12,0.69,1,2016,106,12.1,2.8,13.6,295
A.Thielen,MIN,299,0.262,0.303,92,967,963,5,0.75,1,2016,69,14.0,3.9,14.0,270
D.Baldwin,SEA,287,0.130,0.154,128,1131,1219,7,0.76,1,2016,97,11.6,2.7,12.5,263
P.Garcon,WAS,256,0.163,0.156,114,1041,1126,3,0.69,0,2016,79,13.2,3.3,14.3,262
A.J.Green,CIN,232,0.191,0.168,100,964,1010,4,0.66,0,2016,66,14.6,3.8,15.3,250
D.Jackson,WAS,233,0.164,0.154,100,1005,1032,4,0.56,0,2016,56,17.9,4.3,18.4,241
